2013;29;10;29/12/2013;6;Albury tournament, coach Walker & Rapley memorial;Yes;0.3;2013_12_29_volume_029_issue_010.pdf
2013;29;9;30/10/2013;6;Presentation night winners, Kylie Turnley & Rodriguez the bar tender;Yes;0.7;2013_10_30_volume_029_issue_009.pdf
2013;29;8;23/09/2013;6;VBHBA finals, 3 on 3 & smoke profile;Yes;0.5;2013_09_23_volume_029_issue_008.pdf
2013;29;7;12/08/2013;6;Big V season roundup & Damien Murphy profile;Yes;0.5;2013_08_12_volume_029_issue_007.pdf
2013;29;6;10/06/2013;7;Jen Naughton, trivia night & Big V mid-season review;Yes;0.3;2013_06_10_volume_029_issue_006.pdf
2013;29;5;15/05/2013;7;CYMS finals, toga night, Daniel Sneddon & Dean Vickerman interview;Yes;0.5;2013_05_15_volume_029_issue_005.pdf
2013;29;4;09/04/2013;7;Top 10 Big V moments of all-time & Anj Goundar profile;Yes;0.4;2013_04_09_volume_029_issue_004.pdf
2013;29;3;14/03/2013;7;Justin Turnley, Big V previews & Ballarat tournament;Yes;4;2013_03_14_volume_029_issue_003.pdf
2013;29;2;07/02/2013;6;Warrnambool, Bec Wardle & the committee;Yes;0.7;2013_02_07_volume_029_issue_002.pdf
2013;29;1;08/01/2013;6;Babies, Bazils profile & Christmas party;Yes;0.3;2013_01_08_volume_029_issue_001.pdf
2000;28;X;15/07/2000;2;Match & AUG qualifying tournament reports, social activities;Yes;0.3;2000_07_15_volume_028_issue_00X.pdf
1997;25;3;15/06/1997;6;Warrnambool, Ballarat, Mt Gambier & Portland reports & 96/97 summer season team reports. Social notes, coming events & committee list. Labelled as Vol 16;Yes;0.9;1997_06_15_volume_025_issue_003.pdf
1997;25;2;;;This issue not found;;;
1997;25;1;15/01/1997;6;Swan Hill tournament report, social notes, coming events, committee list, crossballs. Labelled as Vol 16.;Yes;0.8;1997_01_15_volume_025_issue_003.pdf
1996;24;3;15/06/1996;6;Match reports, social notes, coming events, committee list;Yes;0.8;1996_06_15_volume_024_issue_003.pdf
1996;24;2;;;This issue not found;;;
1996;24;1;;;This issue not found;;;
1995;23;6;15/11/1995;8;Match reports, social notes & coming events;Yes;0.5;1995_11_15_volume_023_issue_006.pdf
1995;23;5;15/10/1995;4;Team reports, social notes and coming events;Yes;0.5;1995_10_15_volume_023_issue_005.pdf
1995;23;4;;;This issue not found;;;
1995;23;3;15/08/1995;3;Match, Moe & Womens IV qualifying tournaments reports, social notes;Yes;0.4;1995_08_15_volume_023_issue_003.pdf
1995;23;2;15/06/1995;5;Team & Portland tournament reports, social notes, coming events, crossballs;Yes;0.7;1995_06_15_volume_023_issue_002.pdf
1995;23;1;30/04/1995;7;Match, team & tournament reports and social notes;Yes;0.9;1995_04_30_volume_023_issue_001.pdf
1994;22;1;31/08/1994;4;Match, IV qualifying & Moe tournament reports, committee list, social notes & coming events. (labelled as Issue 21 Number 1).;Yes;0.6;1994_08_31_volume_022_issue_001.pdf
1993;21;2;16/08/1993;9;Match, Portland, Moe, & I.V. Qualifying tournaments report, social notes;Yes;0.8;1993_08_16_volume_021_issue_002.pdf
1993;21;1;1/05/1993;7;Match, Warrnambool tournament reports, coming events, committee list;Yes;0.7;1993_05_01_volume_021_issue_001.pdf
1992;20;6;2/12/1992;4;Match reports, social notes and coming events;Yes;0.3;1992_12_02_volume_020_issue_006.pdf
1992;20;5;28/07/1992;6;Match & Portland tournament reports, social notes, coming events;Yes;0.5;1992_07_28_volume_020_issue_005.pdf
1992;20;4;;;This issue not found;;;
1992;20;3;6/06/1992;7;Match reports, social notes;Yes;0.6;1992_06_06_volume_020_issue_003.pdf
1992;20;2;11/05/1992;7;Match & Mt Gambier tournament reports (labelled as No. 3);Yes;0.5;1992_05_11_volume_020_issue_002.pdf
1992;20;1;1/04/1992;5;Match, Swan Hill & Warrnambool tournament reports, social notes, IV selection policy;Yes;0.4;1992_04_01_volume_020_issue_001.pdf
1991;19;10;25/11/1991;6;Match & IV reports, behavioural comments, apologies……;Yes;0.5;1991_11_25_volume_019_issue_010.pdf
1991;19;9;18/10/1991;18;IV and Morwell tournaments report;Yes;1.4;1991_10_18_volume_019_issue_009.pdf
1991;19;8;7/09/1991;7;Match & Moe tournament reports, social notes;Yes;0.6;1991_09_07_volume_019_issue_008.pdf
1991;19;7;19/07/1991;6;Match & Portland tournament reports, social notes;Yes;0.6;1991_07_19_volume_019_issue_007.pdf
1991;19;6;7/06/1991;7;Match reports, social notes, coming events, committee list;Yes;0.6;1991_06_07_volume_019_issue_006.pdf
1991;19;5;14/04/1991;8;Match & commencement tournament, social notes and crossballs;Yes;0.8;1991_04_14_volume_019_issue_005.pdf
1991;19;4;25/03/1991;11;Match reports and social notes;Yes;1.5;1991_03_25_volume_019_issue_004.pdf
1991;19;3;18/02/1991;8;Match & Warrnambool tournament report, social notes;Yes;0.7;1991_02_18_volume_019_issue_003.pdf
1991;19;2;25/01/1991;7;Match reports and social notes;Yes;0.6;1991_01_25_volume_019_issue_002.pdf
1991;19;1;14/01/1991;6;Match & Swan Hill tournament reports, social notes, 1990 Blues awards;Yes;0.5;1991_01_14_volume_019_issue_001.pdf
1990;18;4;15/10/1990;13;IV report;Yes;1.2;1990_10_15_volume_018_issue_004.pdf
1990;18;3;30/07/1990;8;Match reports, social notes and coming events;Yes;0.8;1990_07_30_volume_018_issue_003.pdf
1990;18;2;24/06/1990;5;Match reports & social notes. New editors - labelled as Vol 1 No. 1;Yes;0.7;1990_06_24_volume_018_issue_002.pdf
1990;18;1;8/01/1990;8;Match reports, social notes and coming events;Yes;0.9;1990_01_08_volume_018_issue_001.pdf
1989;17;14;6/11/1989;10;Match reports, social notes, classic commentary;Yes;1;1989_11_06_volume_017_issue_014.pdf
1989;17;13;30/10/1989;6;Match & Morwell tournament reports, social notes, classic commentary;Yes;0.8;1989_10_30_volume_017_issue_013.pdf
1989;17;12;13/10/1989;6;Match reports, player of the month, classic commentary;Yes;0.8;1989_10_13_volume_017_issue_012.pdf
1989;17;11;6/10/1989;7;Match reports, classic commentary;Yes;0.9;1989_10_06_volume_017_issue_011.pdf
1989;17;10;16/06/1989;4;Match reports, coming events, classic commentary;Yes;0.5;1989_06_16_volume_017_issue_010.pdf
1989;17;9;26/05/1989;6;Match reports, social notes, classic commentary;Yes;0.8;1989_05_26_volume_017_issue_009.pdf
1989;17;8;19/05/1989;4;Match reports, Dentons product, classic commentary;Yes;0.5;1989_05_19_volume_017_issue_008.pdf
1989;17;7;5/05/1989;4;Match reports, classic commentary;Yes;0.5;1989_05_05_volume_017_issue_007.pdf
1989;17;6;14/04/1989;4;Match reports, committee list, classic commentary;Yes;0.5;1989_04_14_volume_017_issue_006.pdf
1989;17;5;23/03/1989;7;Match & Ballarat tournament reports, social notes & coming events;Yes;0.9;1989_03_23_volume_017_issue_005.pdf
1989;17;4;10/03/1989;18;The Second Best of Dribbling Balls;Yes;2.1;1989_03_10_volume_017_issue_004.pdf
1989;17;3;27/02/1989;6;Match reports, Dentons' sponsorship;Yes;0.9;1989_02_27_volume_017_issue_003.pdf
1989;17;2;13/02/1989;4;Match reports, classic commentary;Yes;0.4;1989_02_13_volume_017_issue_002.pdf
1989;17;1;16/01/1989;8;Match & Swan Hill tournament reports, social notes, classic commentary;Yes;0.8;1989_01_16_volume_017_issue_001.pdf
1988;16;10;9/12/1988;6;Match reports, social notes, classic commentary;Yes;0.5;1988_12_09_volume_016_issue_010.pdf
1988;16;9;21/11/1988;10;Match & Keilor tournament reports, Denton's sponsorship, constitution changes;Yes;1;1988_11_21_volume_016_issue_009.pdf
1988;16;8;7/10/1988;20;IV report;Yes;2.2;1988_10_07_volume_016_issue_008.pdf
1988;16;7;23/09/1988;7;Match reports, coming events, classic commentary;Yes;0.7;1988_09_23_volume_016_issue_007.pdf
1988;16;6;19/08/1988;6;Match & Moe tournament reports, IV teams, classic commentary;Yes;0.6;1988_08_19_volume_016_issue_006.pdf
1988;16;5;22/07/1988;6;Match reports, social notes, classic commentary;Yes;0.6;1988_07_22_volume_016_issue_005.pdf
1988;16;4;24/06/1988;5;Match & Portland tournament reports, social notes, classic commentary;Yes;0.5;1988_06_24_volume_016_issue_004.pdf
1988;16;3;1/06/1988;8;Match reports, classic commentary, committee list, coming events;Yes;0.8;1988_06_01_volume_016_issue_003.pdf
1988;16;2;22/04/1988;5;Match reports, social notes, classic commentary;Yes;0.5;1988_04_22_volume_016_issue_002.pdf
1988;16;1;2/02/1988;5;Match reports and social notes;Yes;0.4;1988_02_02_volume_016_issue_001.pdf
1987;15;8;30/11/1987;7;Match reports;Yes;0.8;1987_11_30_volume_015_issue_008.pdf
1987;15;X;15/11/1987;13;IV report;Yes;1.8;1987_11_15_volume_015_issue_00X.pdf
1987;15;7;31/07/1987;4;Match reports, IV team selections and social notes;Yes;0.5;1987_07_31_volume_015_issue_007.pdf
1987;15;6;12/06/1987;4;Match reports, social notes and coming events;Yes;0.4;1987_06_12_volume_015_issue_006.pdf
1987;15;5;;;This issue not found;;;
1987;15;4;1/05/1987;8;Match & Mt Gambier tournament reports, social notes, coming events;Yes;0.9;1987_05_01_volume_015_issue_004.pdf
1987;15;3;10/04/1987;4;Match reports, coming events,social notes, committee list;Yes;0.4;1987_04_10_volume_015_issue_003.pdf
1987;15;2;13/03/1987;4;Match, Warrnambool & Ballarat tournament reports, social notes & coming events;Yes;0.4;1987_03_13_volume_015_issue_002.pdf
1987;15;1;30/01/1987;4;Match & Swan Hill tournament reports, social notes;Yes;0.4;1987_01_30_volume_015_issue_001.pdf
1986;14;9;5/11/1986;17;IV report;Yes;2.2;1986_11_05_volume_014_issue_009.pdf
1986;14;8;3/11/1986;6;Match reports and social notes;Yes;0.7;1986_11_03_volume_014_issue_008.pdf
1986;14;7;8/08/1986;4;Match reports, IV team selections, coming events, social notes;Yes;0.5;1986_08_08_volume_014_issue_007.pdf
1986;14;6;4/07/1986;4;Match & Portland reports, coming events;Yes;0.4;1986_07_04_volume_014_issue_006.pdf
1986;14;5;30/05/1982;5;Match reports and coming events;Yes;0.6;1986_05_30_volume_014_issue_005.pdf
1986;14;4;24/04/1986;7;Match & Mt Gambier tournament reports, committee list;Yes;0.8;1986_04_24_volume_014_issue_004.pdf
1986;14;3;26/03/1986;4;Match & Ballarat tournament reports, social notes & coming events;Yes;0.5;1986_03_26_volume_014_issue_003.pdf
1986;14;2;8/03/1986;7;Match reports, coming events, MUBC incorporation and constitution changes;Yes;0.8;1986_03_08_volume_014_issue_002.pdf
1986;14;1;10/01/1986;4;Match and Swan Hill tournament report;Yes;0.5;1986_01_10_volume_014_issue_001.pdf
1985;13;14;15/11/1985;4;Match reports and social notes;Yes;0.5;1985_11_15_volume_013_issue_014.pdf
1985;13;13;25/10/1985;4;Match reports and social notes;Yes;0.5;1985_10_25_volume_013_issue_013.pdf
1985;13;12;13/09/1985;32;A5 Booklet. IV edition;No;;
1985;13;12;30/09/1985;30;IV report;Yes;3.3;1985_09_13_volume_013_issue_012.pdf
1985;13;11;6/09/1985;5;Match reports and coming events;Yes;0.5;1985_09_06_volume_013_issue_011.pdf
1985;13;10;9/08/1985;4;Match reports, IV team selections, coming events, social notes;Yes;0.5;1985_08_09_volume_013_issue_010.pdf
1985;13;9;12/07/1985;4;Match & Portland tournament reports, social notes;Yes;0.5;1985_07_12_volume_013_issue_009.pdf
1985;13;8;14/06/1985;4;Match reports, social notes and coming events;Yes;0.5;1985_06_14_volume_013_issue_008.pdf
1985;13;7;17/05/1985;5;Match reports and social notes;Yes;0.7;1985_05_17_volume_013_issue_007.pdf
1985;13;6;3/05/1985;6;Match reports, social notes and coming events;Yes;0.8;1985_05_03_volume_013_issue_006.pdf
1985;13;5;12/04/1985;7;Match & Sale tournament report, committee list, social notes, coming events;Yes;1;1985_04_12_volume_013_issue_005.pdf
1985;13;4;29/03/1985;4;Match reports, social notes and coming events;Yes;0.5;1985_03_29_volume_013_issue_004.pdf
1985;13;3;6/03/1985;4;Match reports, social notes and coming events;Yes;0.5;1985_03_06_volume_013_issue_003.pdf
1985;13;2;15/02/1985;4;Match & Warrnambool tournament report, social notes, coming events;Yes;0.7;1985_02_15_volume_013_issue_002.pdf
1985;13;1;1/02/1985;4;Match & Swan Hill tournament reports, social notes, coming events;Yes;0.5;1985_02_01_volume_013_issue_001.pdf
1984;12;20;17/12/1984;9;Match reports and social notes;Yes;1;1984_12_17_volume_012_issue_020.pdf
1984;12;19;16/11/1984;4;Match reports, social notes and coming events;Yes;0.5;1984_11_16_volume_012_issue_019.pdf
1984;12;18;2/11/1984;5;Match reports, social notes, coming events, crossballs;Yes;0.7;1984_11_02_volume_012_issue_018.pdf
1984;12;17;5/10/1984;4;Match reports and social notes;Yes;0.6;1984_10_05_volume_012_issue_017.pdf
1984;12;16;21/09/1984;14;IV report;Yes;1.7;1984_09_21_volume_012_issue_016.pdf
1984;12;15;7/09/1984;5;Match & Preston tournament report, social notes;Yes;0.6;1984_09_07_volume_012_issue_015.pdf
1984;12;14;17/08/1984;4;Match reports, IV team selections, coming events;Yes;0.5;1984_08_17_volume_012_issue_014.pdf
1984;12;13;27/07/1984;7;Match & Moe tournament reports, social notes;Yes;0.9;1984_07_27_volume_012_issue_013.pdf
1984;12;12;11/07/1984;5;Match reports and social notes;Yes;0.6;1984_07_11_volume_012_issue_012.pdf
1984;12;11;15/06/1984;6;Match & Portland tournament reports, social notes, coming events;Yes;0.7;1984_06_15_volume_012_issue_011.pdf
1984;12;10;1/06/1984;6;Match reports, social notes and coming events;Yes;0.7;1984_06_01_volume_012_issue_010.pdf
1984;12;9;11/05/1984;4;Match reports, coming events, social notes, crossballs;Yes;0.5;1984_05_11_volume_012_issue_009.pdf
1984;12;8;27/04/1984;4;Match & Sale tournament report, committee list, social notes, coming events;Yes;0.5;1984_04_27_volume_012_issue_008.pdf
1984;12;7;6/04/1984;4;Match reports, social notes and coming events;Yes;0.5;1984_04_06_volume_012_issue_007.pdf
1984;12;6;23/03/1984;4;Match & Ballarat tournament reopts, social notes & coming events;Yes;0.5;1984_03_23_volume_012_issue_006.pdf
1984;12;5;9/03/1984;4;Match reports, social notes and coming events;Yes;0.5;1984_03_09_volume_012_issue_005.pdf
1984;12;4;24/02/1984;11;Fiji tournament report;Yes;1.3;1984_02_24_volume_012_issue_004.pdf
1984;12;3;17/02/1984;4;Match reports, social notes and coming events;Yes;0.5;1984_02_17_volume_012_issue_003.pdf
1984;12;2;3/02/1984;4;Match reports, social notes, coming events, Warrnambool tournament;Yes;0.5;1984_02_03_volume_012_issue_002.pdf
1984;12;1;13/01/1984;4;Swan Hill tournament report, bottles sequence 1 - 1,000;Yes;0.6;1984_01_13_volume_012_issue_001.pdf
1983;11;21;16/12/1983;7;Match reports, social notes and coming events;Yes;1;1983_12_16_volume_011_issue_021.pdf
1983;11;20;9/12/1983;15;Compilation best of 1974-1983;Yes;1.6;1983_12_09_volume_011_issue_020.pdf
1983;11;19;25/11/1983;4;Match reports, social notes and coming events;Yes;0.5;1983_11_25_volume_011_issue_019.pdf
1983;11;18;18/11/1983;4;Match reports, social notes and coming events;Yes;0.5;1983_11_18_volume_011_issue_018.pdf
1983;11;17;4/11/1983;4;Match reports and coming events;Yes;0.5;1983_11_04_volume_011_issue_017.pdf
1983;11;16;21/10/1983;4;Match reports, social notes and crossballs;Yes;0.5;1983_10_21_volume_011_issue_016.pdf
1983;11;15;3/10/1983;4;Match reports;Yes;0.5;1983_10_03_volume_011_issue_015.pdf
1983;11;14;23/09/1983;14;IV report;Yes;1.8;1983_09_23_volume_011_issue_014.pdf
1983;11;13;9/09/1983;3;Match reports and coming events;Yes;0.4;1983_09_09_volume_011_issue_013.pdf
1983;11;12;5/08/1983;3;Match reports, coming events;Yes;0.4;1983_08_05_volume_011_issue_012.pdf
1983;11;11;29/07/1983;6;Match reports, womens IV team (revised), cming events;Yes;0.8;1983_07_29_volume_011_issue_011.pdf
1983;11;10;13/07/1983;4;Match reports, women's IV team selection, social notes;Yes;0.5;1983_07_13_volume_011_issue_010.pdf
1983;11;9;1/07/1983;4;Match reports, men's IV team selection, social notes;Yes;0.5;1983_07_01_volume_011_issue_009.pdf
1983;11;8;17/06/1983;3;Match & Portland reports, coming events;Yes;0.4;1983_06_17_volume_011_issue_008.pdf
1983;11;7;6/06/1983;4;Match reports, coming events, crossballs;Yes;0.5;1983_06_06_volume_011_issue_007.pdf
1983;11;6;20/05/1983;3;Match reports, coming events;Yes;0.4;1983_05_20_volume_011_issue_006.pdf
1983;11;5;15/04/1983;3;Match reports;Yes;0.3;1983_04_15_volume_011_issue_005.pdf
1983;11;4;15/04/1983;3;Match reports, committee election results;Yes;0.3;1983_04_15_volume_011_issue_004.pdf
1983;11;3;25/03/1983;4;Match reports, social notes and coming events;Yes;0.4;1983_03_25_volume_011_issue_003.pdf
1983;11;2;11/03/1983;4;Match reports, social notes and coming events;Yes;0.4;1983_03_11_volume_011_issue_002.pdf
1983;11;1;4/03/1983;3;Match reports, coming events, Skywalker promo;Yes;0.3;1983_03_04_volume_011_issue_001.pdf
1982;11;11;16/09/1982;1;Match reports (unpublished);Yes;0.1;1982_09_16_volume_010_issue_011.pdf
1982;10;10;15/09/1982;9;IV report;Yes;1.2;1982_09_15_volume_010_issue_010.pdf
1982;10;9;17/08/1982;3;Match reports and social notes;Yes;0.6;1982_08_17_volume_010_issue_009.pdf
1982;10;8;17/07/1982;2;Match and Portland tournament reports, social notes;Yes;0.3;1982_07_17_volume_010_issue_008.pdf
1982;10;7;5/06/1982;2;Match reports, crossballs;Yes;0.2;1982_06_05_volume_010_issue_007.pdf
1982;10;6;26/05/1982;2;Match reports and social notes;Yes;0.3;1982_05_26_volume_010_issue_006.pdf
1982;10;5;19/05/1982;3;Match reports, social notes and crossball #1;Yes;0.3;1982_05_19_volume_010_issue_005.pdf
1982;10;4;12/05/1982;2;Match reports and social notes;Yes;0.3;1982_05_12_volume_010_issue_004.pdf
1982;10;3;27/04/1982;4;Match & Sale tournament reports, social notes;Yes;0.6;1982_04_27_volume_010_issue_003.pdf
1982;10;2;10/04/1982;2;Match reports, commencement tournament & tennis day reports;Yes;0.2;1982_04_10_volume_010_issue_002.pdf
1982;10;1;26/03/1982;2;Match reports and coming events;Yes;0.2;1982_03_26_volume_010_issue_001.pdf
1981;9;17;15/09/1981;7;IV report;Yes;1.5;1981_09_15_volume_009_issue_017.pdf
1981;9;16;15/08/1981;2;Match reports and social notes;Yes;0.3;1981_08_15_volume_009_issue_016.pdf
1981;9;15;15/07/1981;5;Match reports, womens IV selections, social notes;Yes;0.9;1981_07_15_volume_009_issue_015.pdf
1981;9;14;27/06/1981;2;Match reports and coming events;Yes;0.4;1981_06_27_volume_009_issue_014.pdf
1981;9;13;12/06/1981;2;Match & Portland tournament reports, social notes;Yes;0.4;1981_06_12_volume_009_issue_013.pdf
1981;9;12;27/05/1981;2;Match reports and social notes;Yes;0.4;1981_05_27_volume_009_issue_012.pdf
1981;9;11;14/05/1981;2;Match reports;Yes;0.4;1981_05_14_volume_009_issue_011.pdf
1981;9;10;3/05/1981;1;Coming events;Yes;0.2;1981_05_03_volume_009_issue_010.pdf
1981;9;9;24/04/1981;3;Match reports, Sale tournament report ;Yes;0.4;1981_04_24_volume_009_issue_009.pdf
1981;9;8;8/04/1981;2;Match & commencement tournament reports, committee list ;Yes;0.4;1981_04_08_volume_009_issue_008.pdf
1981;9;7;28/03/1981;2;Match reports and coming events;Yes;0.4;1981_03_28_volume_009_issue_007.pdf
1981;9;6;18/03/1981;2;Match reports, Wangaratta tournament report, coming events;Yes;0.4;1981_03_18_volume_009_issue_006.pdf
1981;9;5;4/03/1981;2;Match reports;Yes;0.3;1981_03_04_volume_009_issue_005.pdf
1981;9;4;14/02/1981;2;Match reports;Yes;0.4;1981_02_14_volume_009_issue_004.pdf
1981;9;3;10/02/1981;2;1980 highlights;Yes;0.3;1981_02_10_volume_009_issue_003.pdf
1981;9;2;4/02/1981;2;Match reports, Warrnambool tournamant report, social notes;Yes;0.4;1981_02_04_volume_009_issue_002.pdf
1981;9;1;15/01/1981;5;Swan Hill tournament report;Yes;0.8;1981_01_15_volume_009_issue_001.pdf
1980;8;X;30/09/1980;9;IV report;Yes;1.7;1980_09_30_volume_008_issue_00X.pdf
1980;8;3;30/05/1980;2;Match reports and social notes;Yes;0.5;1980_05_30_volume_008_issue_003.pdf
1980;8;2;1980;;This issue not found;No;;
1980;8;1;18/04/1980;2;Match report and Sale tournament report;Yes;0.4;1980_04_18_volume_008_issue_001.pdf
1979;7;X;30/09/1979;10;IV report;Yes;1.7;1979_09_30_volume_007_issue_00X.pdf
1979;7;5;17/07/1979;5;Match reports, IV teams, Portland tournament notes;Yes;0.9;1979_07_17_volume_007_issue_005.pdf
1979;7;4;;;This issue not found;No;;
1979;7;3;14/06/1979;3;Match reports;Yes;0.5;1979_06_14_volume_007_issue_003.pdf
1979;7;2;;;This issue not found;;;
1979;7;1;20/04/1979;3;Sale tournament & match reports, committee list, social notes;Yes;0.5;1979_04_20_volume_007_issue_001.pdf
1978;6;13;18/10/1978;2;Match reports, social notes and coming events;Yes;0.3;1978_10_18_volume_006_issue_013.pdf
1978;6;12;18/09/1978;15;IV report;Yes;1.7;1978_09_18_volume_006_issue_012.pdf
1978;6;11;14/08/1978;3;IV preview;Yes;0.4;1978_08_14_volume_006_issue_011.pdf
1978;6;10;4/08/1978;2;Match reports and coming events;Yes;0.4;1978_08_04_volume_006_issue_010.pdf
1978;6;9;14/07/1978;2;Match reports, IV team selections and social notes;Yes;0.4;1978_07_14_volume_006_issue_009.pdf
1978;6;8;19/06/1978;2;Match reports and Portland tournament report;Yes;0.4;1978_06_19_volume_006_issue_008.pdf
1978;6;7;31/05/1978;2;Match reports and social notes;Yes;0.4;1978_05_31_volume_006_issue_007.pdf
1978;6;6;20/5/1978;2;Match reports and social notes;Yes;0.3;1978_05_20_volume_006_issue_006.pdf
1978;6;5;8/05/1978;2;Match reports and social notes;Yes;0.3;1978_05_08_volume_006_issue_005.pdf
1978;6;4;7/04/1978;2;Match reports, Sale tournament report, coming activities;Yes;0.3;1978_04_07_volume_006_issue_004.pdf
1978;6;3;22/03/1978;2;Match reports, committee decisions, social notes;Yes;0.3;1978_03_22_volume_006_issue_003.pdf
1978;6;2;24/02/1978;2;Match reports and social notes;Yes;0.3;1978_02_24_volume_006_issue_002.pdf
1978;6;1;25/01/1978;2;Swan Hill tournament report;Yes;0.3;1978_01_25_volume_006_issue_001.pdf
1977;5;12;23/11/1977;2;Match reports and social notes;Yes;0.3;1977_11_23_volume_005_issue_012.pdf
1977;5;11;28/10/1977;2;Match reports, club sponsorship, coming events;Yes;0.3;1977_10_28_volume_005_issue_011.pdf
1977;5;10;14/10/1977;2;Match reports, coming events;Yes;0.3;1977_10_14_volume_005_issue_010.pdf
1977;5;X;30/09/1977;4;IV report;Yes;0.7;1977_09_30_volume_005_issue_00X.pdf
1977;5;9;5/08/1977;2;Match reports, coming events, Neville Brayley's Div 1 debut;Yes;0.3;1977_08_05_volume_005_issue_009.pdf
1977;5;8;11/07/1977;2;Match reports, social notes and IV teams;Yes;0.3;1977_07_11_volume_005_issue_008.pdf
1977;5;7;29/06/1977;2;Match reports and coming events;Yes;0.2;1977_06_29_volume_005_issue_007.pdf
1977;5;6;17/06/1977;2;Portland tournament report;Yes;0.3;1977_06_17_volume_005_issue_006.pdf
1977;5;5;1/06/1977;2;Match reports and coming events;Yes;0.3;1977_06_01_volume_005_issue_005.pdf
1977;5;4;20/05/1977;2;Match reports;Yes;0.3;1977_05_20_volume_005_issue_004.pdf
1977;5;3;2/05/1977;2;Match reports;Yes;0.3;1977_05_02_volume_005_issue_003.pdf
1977;5;2;15/04/1977;3;Sale tournament report;Yes;0.3;1977_04_15_volume_005_issue_002.pdf
1977;5;1;18/03/1977;2;Wangaratta & Ballarat tournament reports, coming events;Yes;0.2;1977_03_18_volume_005_issue_001.pdf
1976;4;13;10/12/1976;2;Match reports and Blues awards;Yes;0.2;1976_12_10_volume_004_issue_013.pdf
1976;4;12;26/11/1976;5;Match reports and social notes;Yes;0.2;1976_11_26_volume_004_issue_012.pdf
1976;4;11;12/11/1976;2;Match reports, notice of upcoming social events;Yes;0.2;1976_11_12_volume_004_issue_011.pdf
1976;4;10;29/10/1976;2;Match reports, notice of upcoming social events;Yes;0.2;1976_10_29_volume_004_issue_010.pdf
1976;4;9;15/10/1976;2;Match reports, notice of upcoming social events;Yes;0.2;1976_10_15_volume_004_issue_009.pdf
1976;4;8;1/10/1976;1;End of mens VABA season reports;Yes;0.2;1976_10_01_volume_004_issue_008.pdf
1976;4;7;24/09/1976;2;Match reports, end of VBHBA season reports;Yes;0.2;1976_09_24_volume_004_issue_007.pdf
1976;4;6;10/09/1976;2;Match reports, annual dinner & annual awards report;Yes;0.3;1976_09_10_volume_004_issue_006.pdf
1976;4;5;3/09/1976;2;Match reports, notice of annual dinner;Yes;0.2;1976_09_03_volume_004_issue_005.pdf
1976;4;X;31/08/1976;4;IV report;Yes;0.6;1976_08_31_volume_004_issue_00X.pdf
1976;4;4;20/08/1976;2;Match reports & IV selections;Yes;0.2;1976_08_20_volume_004_issue_004.pdf
1976;4;3;13/08/1976;2;Match reports;Yes;0.2;1976_08_13_volume_004_issue_003.pdf
1976;4;2;6/08/1976;2;Match reports, notice of annual dinner;Yes;0.3;1976_08_06_volume_004_issue_002.pdf
1976;4;1;30/07/1976;2;Match reports & preliminary IV selections. ;Yes;0.2;1976_07_30_volume_004_issue_001.pdf
1975;;;;;;;;
1974;2;6;31/05/1974;2;Match reports and coming events;Yes;0.3;1974_05_31_volume_002_issue_006.pdf
